TestID,RepeatID,Volume_Fraction,Strain,Stress,Parallelism,Density,Void_Fraction,Aspect_Ratio
0,1,0,0.113783482,94.66876449,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.114174107,94.47696243,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.114620536,94.31077008,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.115290179,94.15436036,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.115736607,93.99977185,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.116517857,93.85224829,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.116908482,93.57048527,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.117578125,93.47300268,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.11796875,93.38377471,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.118582589,93.15489441,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.119084821,93.03219116,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.119698661,92.93849758,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.120089286,92.77104221,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.120814732,92.57436291,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.121205357,92.43359418,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.121819196,92.34403355,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.122377232,92.26776267,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.123102679,92.12865727,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.123549107,91.82556412,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.124107143,91.74697584,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.124776786,91.66671861,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.125279018,91.5830163,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.125613839,91.40586849,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.126506696,91.28495825,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.126785714,91.26608084,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.127287946,91.17048146,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.127790179,90.8685611,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.128459821,90.74798353,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.128850446,90.70134254,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.129352679,90.59190649,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.130133929,90.46180563,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.130747768,90.39956314,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.131138393,90.20746224,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.131808036,90.12001602,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.132254464,90.07600254,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.132979911,89.98594008,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.133370536,89.87089944,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.133928571,89.86632106,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.134486607,89.73496283,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.134933036,89.64687383,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.135379464,89.5579447,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.136216518,89.48606616,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.136607143,89.3953271,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.137332589,89.31707714,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.137723214,89.1721698,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.138169643,89.13570051,0.692594895,1.158005913,0.15%,0.601746138
0,1,0,0.138727679,89.02356366,0.692594895,1.158005913,0.15%,0.601746138
